id,name
"57b5affe-b745-4e41-a2d4-7966d36c21a6","Binghatti Ivory"
"f7aee2bb-eb57-4c01-ba29-1541e54a5e61","Binghatti Lavender"
"0ee9de48-7e30-4d53-8577-a6a2294d87a1","Binghatti Luna "
"625bf73f-fd95-4426-914b-1e2f27aacd19","Binghatti Luxuria"
"604939c6-2e85-4369-8931-43b5fa3d5042","Binghatti Moonlight"
"f2630838-55b9-4ec6-9761-2eafd082f3d8","Binghatti Nova"
"8f5b1849-0454-4b59-87a4-8ebdeb5c7014","Binghatti Onyx"
"b881fc40-1820-4ea8-9acf-0f48bc0609e3","Binghatti Orchid"
"fc286fc7-7d92-4075-88c5-256b11fac3c0","Binghatti Phantom"
"a6015de3-8a81-4da4-a6bd-c4c442566c45","Binghatti Phoenix"
"88599d4c-3a1f-4705-be02-f820627a87c7","Binghatti Pinnacle"
"ffc8c3cb-e7ef-41c0-a8e2-6f4cf0f6ac52","Binghatti Rose"
"c2b0dd83-1e13-465e-be26-62d95e2e052a","Binghatti Royale"
"41f54124-48b7-431b-adab-63b41530d967","Binghatti Ruby"
"94fb8e8e-4bc4-44c4-8e30-2676ed4527f5","Binghatti Skyblade"
"2726bac5-b0b9-4e60-aeda-0e4a5d001b62","Binghatti Skyhall"
"f41f26dd-2ee0-426b-b156-033496110a83","Binghatti Skyrise"
"6c98b381-1240-496c-97b9-982534e7e274","Binghatti Sky Terraces"
"e4cbbaf9-7b0f-4db6-991b-40d00425d0f8","Binghatti Starlight"
"7ba79627-b561-4a52-bd6b-0ad32e621813","Binghatti Titania"
"2910eaf9-e86c-4e61-bc27-148437057df6","Binghatti Tulip"
"ec17ca65-726a-463a-bd0e-75b7d73b4ef6","Binghatti Twilight"
"ab753b4b-8cc3-4e7b-876a-649ab978ee48","Binghatti Venus"
"d6df6e66-9eb8-41ca-80e2-0f44a7669074","Binghatti Vintage"
"89535b1b-e5ce-4032-bd46-911afa0efde4","Bling Avenue 1"
"acd968f2-c60e-4f1c-9061-d2afb101ed96","Bliss Homes"
"8ca00bb8-6fea-4191-b6ba-147d9433c69d","Bliss Tower"
"e49a34e2-f277-48a1-88aa-fbc3af02a95b","Bloom Arjaan by Rotana "
"c41c511a-02c9-4a5b-88c7-cfd59fa93871","Bloomingdales Villas"
"d44c7ca6-8453-4eca-b194-cdaa95e3342c","Bloom Living 1 - Cordoba"
"f5de8997-c7dc-4418-889f-1a6386c6ef8e","Bloom Living 2 - Toledo "
"8b4b6893-ece8-4e58-ba6b-fde8454b0bd9","Bloom Living 3 - Casares"
"bd813dbc-63f2-4eba-acb5-693797d853cb","Bloom Living 7 - Almeria"
"05ee5fd7-428a-4e46-99d5-751c5d01deee","Bloom Living - Carmona"
"97d8e71c-719d-4b2b-8ab2-8e69ec312d94","Bloom Living - Granada"
"e584dc6f-07d2-42e7-9485-7408afadc30d","Bloom Living - Malaga"
"c05d9ffb-7476-4423-b4a6-33b8b53eacbb","Bloom Living Olvera"
"3847a5c2-f8c5-4ae1-a1c0-e7098f8a5140","Bloom Living Seville"
"7a1d8788-85cc-43ba-bf56-67a6d5b3aeb4","Bloom Park View"
"4e2b9f6b-3f9c-4a9f-92b1-99225b9a2941","Bloom Soho Square"
"2fd53c59-9079-4193-94df-29ab73b69a5b","Blue Bay Walk"
"46d157c5-915c-43b4-8d13-8cdda1d6c5b8","Bluebell Residence"
"0a6d7c4d-5b79-41dd-9b90-81f8b9394b16","Blue Marina Residence"
"1bafacef-3446-4ca6-8012-6f4e9782e4fa","Blue Pearls"
"90e76538-b166-48e9-a1a5-68b2b963bea7","Bluewaters Bay"
"5d6caa1f-d0ff-4d67-8397-aa2cce5ac275","BLVD Crescent"
"91da28d1-0ea0-4979-95d4-222539f91c19","BLVD Heights"
"1fc4394f-5f7b-4f11-935b-6181700a11de","Bond Enclave"
"ff575340-5485-40cd-9e98-292ede2e32f1","Bond Living"
"afa9ce3b-13d8-40ef-89a2-addfb4cb9133","Bonds Avenue"
"30c878f7-1cf2-407d-8f84-10054766bc11","Boutique 23"
"06465d16-14fc-4c28-9635-d5a317041deb","Boutique XII"
